AdverseSummary,Description,DevStatus,DevStatusId,Drugs,Indications,OutcomeSummary,ProtocolTitle,References,TreatmentSummary,TrialId,TrialStatus
null,"<ProtocolDescription><para>The study would be conducted in two groups.<br/>Group 1: patients would receive Ikshvadi Avaleha  along with AKT 48 g/day) for  3 months with luke warm milk (dose was calculated as  age divided by age plus 12 multiplied by adult dose as per Youngs formula).<br/>Group 2: patients would receive isoniazid, rifampicin, pyrazinamide, ethambutol and streptomycin schedule for 3 months [<ulink linkType=""Reference"" linkID=""1413951"">1413951</ulink>].</para></ProtocolDescription>",Phase 2/Phase 3 Clinical,C23,null,Mycobacterium tuberculosis infection,null,Effect of an Ayurvedic Drug Compound as an Adjuvant Therapy on Tuberculosis in Children,CTRI/2011/11/002175,null,126357,Completed
"<AdverseEvents><para>In January 2017, results were published. A total of 45 out of  365 patients (12%) reported grade 3 to 5 adverse events, with comparable proportions in each arms [<ulink linkType=""Reference"" linkID=""1895171"">1895171</ulink>].</para></AdverseEvents>","<ProtocolDescription><para>There would be four experimental regimens. Patients would be randomly allocated to the control or one of      the four experimental regimens in the ratio 2 : 1 : 1 : 1  : 1.  The      control and 4 experimental regimens would be: <br/>Control: HRZE isoniazid, rifampicin standard, pyrazinamide, ethambutol.<br/>Arm 1: HRZQ low      isoniazid, rifampicin standard, pyrazinamide, <ulink linkType=""Drug"" linkID=""31010"">SQ-109</ulink> (150 mg).<br/>Arm 2: HRZQ high isoniazid,      rifampicin standard, pyrazinamide, <ulink linkType=""Drug"" linkID=""31010"">SQ-109</ulink> (300 mg).<br/>Arm 3: HR20ZQ high isoniazid, rifampicin (20      mg/kg), pyrazinamide, <ulink linkType=""Drug"" linkID=""31010"">SQ-109</ulink> (300 mg).<br/>Arm 4: HR20ZM isoniazid, rifampicin (20 mg/kg),      pyrazinamide, <ulink linkType=""Drug"" linkID=""12978"">moxifloxacin</ulink> (400 mg).</para><para>Below doses of drugs would be given:<br/>Rifampicin 10 to 35 mg/kg, isoniazid 75 mg, pyrazinamide 400 mg, ethambutol 275 mg, pyridoxine 25 mg, and moxifloxacin 400 mg</para><para>Up to 372 patients would be randomized into this study, with 124 patients being      randomized to the control arm and 62 patients to each experimental arm. With an expected      loss to follow‐up of 5%, the final power of the study to detect a hazard ratio of 1.8 for      culture conversion to negative would be 90%, at the 5% significance level.</para><para>Patients would be randomized using a probabilistic minimization algorithm based on site,      baseline bacterial load as measured by GeneXpert MTB/RIF, and HIV status. The allocated      intensive phase of the four experimental arms would be administered daily for 12 weeks.      During this time, patients would visit the study clinic on a weekly basis for sputum      collection, safety monitoring and receipt of study medication. After the completion of the      experimental treatment, patients in the experimental arms would receive daily standard      continuation phase treatment for 14 weeks containing standard‐dose rifampicin  and isoniazid to complete      their TB treatment course. Patients in the control arm would receive  8 weeks of      intensive four‐drug treatment (HRZE), followed by 18 weeks of the HR continuation phase      treatment in line with the current WHO recommendations.</para><para>All patients would receive 25 mg of vitamin B6 (pyridoxine) with every dose of treatment      in order to prevent isoniazid-related neuropathy.</para><para>Interim analyses would be conducted during the trial for efficacy at predetermined times,      with the aim of identifying experimental arms that perform below a pre‐specified efficacy      threshold. There would be no further recruitment to these arms.</para></ProtocolDescription>",Phase 2 Clinical,C2,SQ-109; moxifloxacin,Mycobacterium tuberculosis infection,"<Outcomes><para>In January 2017, results were published. Recruitment was stopped early in the treatment arms containing SQ-109 since prespecified efficacy thresholds were not met at the planned interim analysis. In the 35 mg/kg rifampicin group, time to stable culture conversion in liquid media was faster  than in the control group (median 48  versus 62 days,  p = 0.003), but not in other experimental arms. None of the groups showed difference in time to culture conversion on solid media. A total of 11 patients had treatment failure or disease recurrence during post-treatment follow-up (one in the 35 mg/kg rifampicin arm and none in the moxifloxacin arm) [<ulink linkType=""Reference"" linkID=""1895171"">1895171</ulink>].</para><para>In June 2018, results were published. The aim of this analysis was to characterize the relationship between rifampicin plasma exposure and treatment response over 6 months in patients with pulmonary tuberculosis. The probability of early culture conversion was increased by higher rifampicin exposures. There was no maximal limit of the effect within the observed range. At week 8, the expected proportion of patients with stable culture conversion on liquid medium was predicted to increase from 39 to 55% with the rifampicin area under the curve increasing from 20 to 175 mg/l·h (representative for 10 and 35 mg/kg, respectively). Baseline bacterial load, proportion of culture results unavailable, and substitution of ethambutol for either moxifloxacin or SQ-109 were the other predictors of TSCC [<ulink linkType=""Reference"" linkID=""2076611"">2076611</ulink>].</para></Outcomes>","Evaluation of SQ-109, High-dose Rifampicin, and Moxifloxacin in Adults With Smear-positive Pulmonary TB in a MAMS Design",NCT01785186; PACTR201205000383208; PanACEA-MAMS-TB-01,"<Regimens><para>Patients  were randomized in a 1 : 1 : 1 : 1 : 2 ratio to receive orally either rifampicin (35 mg/kg/day) with  ethambutol (15 to  20 mg/kg), rifampicin (20 mg/kg/day) with moxifloxacin (400 mg), rifampicin (20 mg/kg/day) with SQ-109 (300 mg), rifampicin (10 mg/kg/day) with SQ-109 (300 mg), or a daily standard control regimen: rifampicin (10 mg/kg),  isoniazid (5 mg/kg),  pyrazinamide (25 mg/kg), and ethambutol (15  to 20 mg/kg). Experimental treatments were given with oral isoniazid, 5 mg/kg and  pyrazinamide, 25 mg/kg/day for 12 weeks, followed by 14 weeks of  isoniazid, 5 mg/kg and rifampicin, 10 mg/kg/day [<ulink linkType=""Reference"" linkID=""1895171"">1895171</ulink>], [<ulink linkType=""Reference"" linkID=""2076611"">2076611</ulink>].</para></Regimens>",109063,Completed
null,"<ProtocolDescription><para>Subjects would receive rifampicin, isoniazid, ethambutol, pyrazinamide three, four or five tablets qd for subject's weight  &lt; 55 kg,  > 55 kg or &gt; 70 kg, respectively for first 2 months, followed by rifampicin, isoniazid three, four or five tablets qd for weights &lt; 55 kg, &gt; 55 kg or &gt; 70 kg respectively for 4 months. During the study periodical monitoring would be conducted to ensure that the protocol and Good      Clinical Practices (GCPs) are being followed.The monitors may review source documents to      confirm that the data recorded on case report forms (CRFs) was accurate. The study site may be subject to review      by the Institutional Review Board (IRB) and/or appropriate regulatory authorities.</para><para>A CRF would be completed for each included subject and would be signed by the investigator or      by an authorized staff member to attest that the data was true. Any corrections to entries      made in the CRFs, source documents must be dated, initialed and explained (if necessary) and      should not obscure the original entry. Quality assurance would as also be performed regularly      on the CRFs.The primary endpoint would be analyzed using time to event (cure, death, relapse,      etc) analysis and failure rates and hazard ratios would be calculated according to categorical      drug concentrations with propozed cutt offs.The secondary endpoints would be analyzed using time to event for occurence of toxicities which      would also be corelated to the drug concentrations.</para></ProtocolDescription>",Phase 4 Clinical,C4,null,Acquired immune deficiency syndrome; Mycobacterium tuberculosis infection,"<Outcomes><para>In August 2018, results were published. Sputum culture conversion were found to be less likely in subjects with low isoniazid and rifampicin concentrations before the end of tuberculosis treatment (hazards ratio of 0.54, p = 0.001) or by the end of follow-up (HR of 0.61; p = 0.003). Compared to the those in the lowest quartile, subjects in the highest quartile for area under the rifampicin and isoniazid concentration-time curves for were twice as likely to experience sputum conversion. For unfavourable tuberculosis treatment outcomes, rifampicin and isoniazid concentrations below the thresholds and weight &lt; 55 kg were found to be the risk factors. Treatment failure were reported by 4.4% of the subjects [<ulink linkType=""Reference"" linkID=""2083255"">2083255</ulink>].</para></Outcomes>",Evaluation of the Pharmacokinetics of Antituberculosis Drugs and Tuberculosis Treatment Outcomes,IDI; NCT01782950; SOUTH,<Regimens><para>Subjects received isoniazid and rifampicin [<ulink linkType="Reference" linkID="2083255">2083255</ulink>].</para></Regimens>,107577,Recruiting
null,"<ProtocolDescription><para>Patients would be  divided into two treatment arms: <br/>In arm 1, patients would receive Garcin (1000 mg), two tablets per day, po for the first 2 weeks of the standard antituberculosis regimen.<br/>In arm 2, patiens would receive placebo [<ulink linkType=""Reference"" linkID=""1405869"">1405869</ulink>].</para></ProtocolDescription>",Phase not specified,NS,null,Mycobacterium tuberculosis infection,null,"A Randomized, Double-Blind, Placebo-Controlled, Parallel Group, Clinical Trial to Assess the Treatment Effects of Garlic Tablet Administered for 2 Weeks Orally in Subjects With Pulmonary Tuberculosis",ACTRN12609000703202; ANZCTR83446,null,121959,Recruiting
"<AdverseEvents><para>In January 2019, results were published. Vaccine-related severe or serious adverse events were not observed [<ulink linkType=""Reference"" linkID=""2120002"">2120002</ulink>].</para></AdverseEvents>","<ProtocolDescription><para>A total of 98 subjects would  be enrolled in two phases into four groups based on LTBI status.  The      initial phase would be a dose ranging study of a two-dose regimen at three dosage levels in LTBI (-)      subjects, to select a dosage for the second phase.  In the second phase, the study would be      expanded to evaluate both two-dose and three-dose regimens and to include LTBI (+) subjects.  In      the first phase, 50 LTBI (-) subjects would be enrolled in group 1 and randomized at a ratio      of 3 : 3 : 3 : 1 to would receive two doses of 5/500, 15/500, or 50/500 of <ulink linkType=""Drug"" linkID=""74849"">AERAS-456</ulink>, or placebo  given at      study days 0 and 56.</para><para>One dose level of <ulink linkType=""Drug"" linkID=""74849"">AERAS-456</ulink> would be selected by the sponsor and SSI for the second phase of      the study, based on analysis of unblinded safety and immunogenicity data through 28 days      after the second dose in the first phase, in conjunction with safety and immunogenicity data      from study C-032-456.  The criteria for dose-selection would be specified in a statistical      analysis plan to be finalized prior to the unblinded review.  The selected dose, in      conjunction with the unblinded safety and immunogenicity data, would be submitted to the SMC      for review.  In the second phase, 48 subjects would be enrolled concurrently into group 2      (LTBI[-]) and into groups 3 and 4 (LTBI[+]).  In each of groups 2 and 4, 16      subjects would be randomized at a ratio of 3 : 1 to receive three doses of <ulink linkType=""Drug"" linkID=""74849"">AERAS-456</ulink> or placebo      given at study days, 56, and 112.  In group 3, 16 subjects would be randomized at a ratio      of 3 : 1 to receive two doses of <ulink linkType=""Drug"" linkID=""74849"">AERAS-456</ulink> or placebo given at study days 0 and 56.</para><para>All subjects would stay on the study for 292 days after receiving the first vaccination.  The      subjects in groups 1 and 3 would be followed up for 236 days after the second vaccination and      subjects in groups 2 and 4 would be followed up for 180 days after the third vaccination.      The sample size for each study cohort would be selected because it was judged to be adequate for      preliminary safety and immunogenicity evaluations for a phase I/IIa study rather than for      statistical reasons.  </para><para>QFT negative dose level and positive two and three doses dose level would  be determined based on results of arm 1.</para></ProtocolDescription>",Phase 1/Phase 2 Clinical,C12,SSI H56-IC31,Mycobacterium tuberculosis infection,"<Outcomes><para>In January 2019, results were published. Acceptable reactogenicity profiles irrespective of dose, number of vaccinations, or M.tb infection was observed by H56:IC31 and the three H56 concentrations tested induced equivalent frequencies and functional profiles of antigen-specific CD4 T cells. In QFT-negative patients  who received three vaccinations, the ESAT-6 was only immunogenic [<ulink linkType=""Reference"" linkID=""2120002"">2120002</ulink>].</para></Outcomes>",A Phase I/IIa Safety And Immunogenicity of AERAS-456 in HIV-Negative Adults With And Without Latent Tuberculosis Infection,C-035-456; NCT01865487,<Regimens><para>QuantiFERON-TB (QFT)-negative participants received two vaccinations of different concentrations of H56 in 500 nmol of IC31 to enable dose selection for further vaccine development. QFT-positive and QFT-negative participants were randomized to receive two or three vaccinations to compare potential schedules [<ulink linkType="Reference" linkID="2120002">2120002</ulink>].</para></Regimens>,136263,Completed
null,<ProtocolDescription><para>Patients would be randomized to receive  monitoring either alone  or along with isoniazid for 6 months [<ulink linkType="Reference" linkID="1428866">1428866</ulink>].</para></ProtocolDescription>,Phase not specified,NS,null,HIV infection; Mycobacterium tuberculosis infection,null,A Randomized Trial of Risks/benefits of a Policy of Chemoprophylaxis With Human Immunodeficiency Virus (HIV) at Risk of Tuberculosis (TB-1),ISRCTN77444899,null,134712,Terminated
null,"<ProtocolDescription><para>The study will consist of two treatment arms:<br/>Arm 1 (CIP patients): patients will receive the usual procedures (standard of care) for management of HIV-infected TB patients, and in addition the Combination Intervention Package (CIP) with the programmatic, structural, and psychosocial components. CIP will contain programmatic, structural and psychosocial components including: nurse training and mentorship in TB/HIV cotreatment using a clinical algorithm; reimbursement of transportation costs to monthly clinic visits for patients and treatment supporters; health education using a TB and HIV treatment literacy curriculum for patients and treatment supporters; and real-time adherence support using short message service (SMS) text messaging and trained village health workers (VHW). These components will be selected for their promise, practicality, and feasibility of implementation and scale-up in HIV programs in diverse settings - in addition to SOC.<br/>Arm 2 (SOC patients): patients will receive the usual procedures (standard of care) for management of HIV-infected TB patients. TB and HIV services will be fully integrated in a one-stop model, while at hospitals, ART will be provided in the TB clinic for TB/HIV coinfected patients. Usual procedures for management of HIV-infected TB patients will be followed: three I's training, ART provision to TB patients in integrated clinics, and treatment supporter for TB treatment.</para></ProtocolDescription>",Phase Not Applicable,PNA,null,HIV infection; Mycobacterium tuberculosis infection,null,Start TB Patients on ART and Retain on Treatment,AAAK7103; AID-OAA-A-12-00022; NCT01872390; START,null,138941,No longer recruiting
null,null,Phase not specified,NS,Glutoxim,Mycobacterium tuberculosis infection,"<Outcomes><para>In  2007, results were published. In two patients (6.9%) of the study group, postoperative complications (tuberculous pleural empyema with bronchopleural fistula, progressive tuberculosis, nonspecific pneumonias)  were observed   compared to  eight patients (32%) of the control group (p  &lt;  0.05). A significant reduction in postoperative complications were observed after the inclusion of <ulink linkType=""Drug"" linkID=""28379"">glutoxim</ulink> into complex preoperative preparation   [<ulink linkType=""Reference"" linkID=""1462292"">1462292</ulink>].</para></Outcomes>",Glutoxim in the Surgical Treatment of Patients With Pulmonary Tuberculosis,PMID:17598458,<Regimens><para>Patients (n = 29) with pulmonary tuberculosis (a study group) and  control group (n = 25) received <ulink linkType="Drug" linkID="28379">glutoxim</ulink> therapy (daily dose of 60 mg for 35 days) [<ulink linkType="Reference" linkID="1462292">1462292</ulink>].</para></Regimens>,149224,Completed
null,<ProtocolDescription><para>Subjects with  mycobacterium tuberculosis infection would be included in this study.</para></ProtocolDescription>,Phase not specified,NS,null,Mycobacterium tuberculosis infection,null,Cytokines and Acute Phase Reactants as Markers of Pulmonary Tuberculosis Treatment,NCT00517231; TDTB00107; upeclin/HC/FMB-Unesp-pre02,null,170827,Terminated
"<AdverseEvents><para>A total of four deaths occurred due to disease progression, but were not related to study drugs. A total of ten patients reported  18 adverse events, which led to treatment discontinuation in five cases [<ulink linkType=""Reference"" linkID=""261149"">261149</ulink>].</para></AdverseEvents>",null,Phase not specified,NS,rifabutin,Mycobacterium tuberculosis infection,<Outcomes><para>A total of 17 patients (47%) achieved a sustained conversion to a negative culture of sputum in a mean time of 47.7 days with a range of 14 to 120 days. Treatment prevented deterioration in most patients and resulted in clinical and radiological cure or marked improvement in more than half of patients. No correlation was found between treatment outcome and use of medication concomitant to <ulink linkType="Drug" linkID="4229">rifabutin</ulink> or susceptibility of bacilli to the drugs used [<ulink linkType="Reference" linkID="261149">261149</ulink>].</para></Outcomes>,"A self-controlled, single-center Taiwanese study to assess the efficacy and tolerability of rifabutin for re-treating chronic cases of multidrug-resistant pulmonary tuberculosis",null,<Regimens><para>Patients  were treated with <ulink linkType="Drug" linkID="4229">rifabutin</ulink> at 450 mg/day (n = 10) or 300 mg/day (n = 33) [<ulink linkType="Reference" linkID="261149">261149</ulink>].</para></Regimens>,15897,Status not specified
null,<ProtocolDescription><para>Patients would receive <ulink linkType="Drug" linkID="51310">R-207910</ulink> [<ulink linkType="Reference" linkID="1418489">1418489</ulink>].</para></ProtocolDescription>,Phase 2 Clinical,C2,bedaquiline,Mycobacterium tuberculosis infection,null,"An Open-Label Study to Evaluate the Effects on Mycobacterium Tuberculosis, Safety, Tolerability and Pharmacokinetics of Single Doses of R-207910, in Treatment Naive Patients With Mycobacterium Tuberculosis Infection",BAC2001; EudraCT 2004-002202-30; R207910BAC2001,null,129536,Recruiting
null,null,Phase not specified,NS,null,Mycobacterium tuberculosis infection,null,"Randomized, open, balanced, two-component, two-period, crossover, with a single dose study of comparative pharmacokinetics and bioequivalence of the drug ""Terizidone Spencer"" 250 mg capsules, produced by ""Concept Pharmaceuticals Limited"" (India) and registered in the Russian Federation, the drug ""Terizidone"" produced by ""Fatol Arzneimittel GmbH"" (Germany), in the formulation 250 mg capsules in healthy adult subjects",TRZ001,null,165858,Status not specified
null,<ProtocolDescription><para>Subjects would receive Terizidone (Vertex Exports) or Terizidone (Fatol Arzneimittel GmbH).<br/></para></ProtocolDescription>,Phase not specified,NS,null,Mycobacterium tuberculosis infection,null,"A randomized, open, balanced, two-component, two-period, crossover, with a single dose study of comparative pharmacokinetics and bioequivalence of the drug 'Terizidone' produced by 'Vertex Exports' (India) and registered in the Russian Federation, the drug 'Terizidone', produced by 'Fatol Arzneimittel GmbH' (Germany), in the dosage form of a capsule in healthy adult subjects",TZDVI14,null,167874,Status not specified
null,null,Phase 2 Clinical,C2,rifapentine,Mycobacterium tuberculosis infection,"<Outcomes><para>Results of this phase II trial showed the increase in bioavailability of <ulink linkType=""Drug"" linkID=""15102"">rifapentine</ulink> by 80% following administration after a meal, when compared to rifampicin where absorption is delayed and reduced by food [<ulink linkType=""Reference"" linkID=""267855"">267855</ulink>].</para></Outcomes>",A phase II trial of rifapentine in comparision with rifampicin to evaluate bioavailability in treatment of patients with pulmonary tuberculosis,null,null,15342,Status not specified
null,"<ProtocolDescription><para>Patients would receive bupropion sustained release  150 mg    , po, bid  for 7 weeks will be given as a strategy for smoking cessation [<ulink linkType=""Reference"" linkID=""1478659"">1478659</ulink>]. </para></ProtocolDescription>",Phase 4 Clinical,C4,null,Mycobacterium tuberculosis infection,null,Evaluation of Different Strategies (Pharmacologic Intervention Versus Enhanced Motivation Versus Standard Motivation) for Smoking Cessation in TB Patients Under Treatment in the Rntcp,CTRI/2013/07/003830; Protocol no 2012 006 Version 1.7 dated 15/10/2012,null,155131,Not yet recruiting
"<AdverseEvents><para>In January 2001, results were published. The side effects of M. vaccae vaccine were rare and slight. The bacteriological relapse rates in groups M and C were 3.0 and 5.6% respectively (p &gt; 0.05)  [<ulink linkType=""Reference"" linkID=""1494251"">1494251</ulink>].</para></AdverseEvents>",null,Phase not specified,NS,null,Mycobacterium tuberculosis infection,"<Outcomes><para>In January 2001, results were published.  The sputum smear-negative conversion rates in group M 1, 2 and 6 months after treatment were 36.8, 80.1 and 98.2% respectively and for group C were 19.9, 54.4 and 98.8% respectively. The sputum culture-negative conversion rates in group M 1, 2 and 6 months after treatment were 47.4, 85.9 and 99.4% respectively and for group C were 19.3, 67.8 and 98.8% respectively. Compared to group C, the sputum-negative conversion rates were significantly higher group M after 1 and 2 months treatment (p &lt; 0.01), but at the end of 6 months after treatment,there were no statistically significant differences between the two groups (p &gt; 0.05). Group M were better in improving of X-ray manifestation, increasing of the percentage of CD(3) and CD(4) T cell and the ratio CD(4)/CD(8) and closing of cavity (p &lt; 0.01) compared to group C [<ulink linkType=""Reference"" linkID=""1494251"">1494251</ulink>].</para></Outcomes>",The Immunotherapeutic Effect of Mycobacterium Vaccae Vaccine on Initially Treated Pulmonary Tuberculosis,11802939,<Regimens><para>Patients  received the treatment in two groups as  follows:<br/>The group M were treated by chemotherapy with a regimen of 2HRZE/2HR and immunotherapy with M. vaccae vaccine for 6 months. The group C were treated only by chemotherapy with a regimen of 2HRZE/4HR (rifampicin+isoniazid+pyrazinamide+ethambutol)  [<ulink linkType="Reference" linkID="1494251">1494251</ulink>].</para></Regimens>,159360,Completed
null,"<ProtocolDescription><para>Patients referred to pulmonary disease clinic of Bandar Abbas Health care center who meet the inclusion criteria, would select a blue or red colored paper to be allocated in case or control group. According to the color of the paper the physician, the patient would be given a package containing standard antituberculous regimen with vitamin D (50000 IU/day from DANA pharmaceutics) or placebo according to the color of the paper unaware of the contents. Prior to initiation of the treatment, a baseline CBC, LFT, BUN, Cr, HIV Elisa, PTH, sputum smear and CXR would be taken. Sputum smear would be repeated on months 2, 3, 4, 5 and 6 of therapy. Finally in the  month 6 of treatment a CXR would be taken. The patients would be advised to refrain from taking Mg containing anti-acids [<ulink linkType=""Reference"" linkID=""1484478"">1484478</ulink>].<br/></para></ProtocolDescription>",Phase 2/Phase 3 Clinical,C23,null,Mycobacterium tuberculosis infection,null,Efficacy of High Dose Cholecalciferol on Smear Positive Pulmonary Tuberculosis Treatment,1156; HDC-PTB; IRCT2013061610326N1,null,156635,No longer recruiting
null,"<ProtocolDescription><para>The objectives of the trial would be: <br/>To investigate whether the bioavailability of both anti-retroviral drugs and anti-TB drugs (rifampicin and isoniazid) would be  affected by CD4 count levels in co-infected TB-HIV patients (comparison of drug levels of highly active anti-retroviral therapy [HAART] by CD4 count stratum, stratified by presence/absence of anti-retrovirals [ARVs]).<br/>To investigate whether the bioavailability of anti-TB drugs would be  affected by drug-drug interactions with anti-retroviral drugs in co-infected TB-HIV patients (comparison of TB drug levels between patients given both ARVs and anti-TB drugs and those given anti-TB drugs alone, stratified by CD4 count stratum).<br/>To investigate whether the bioavailability of anti-retroviral drugs would be  affected by drug-drug interactions with anti-TB medications (comparison of ARV drug levels between HIV infected non-TB infected individuals with CD4 count &lt; 200 cells/microl given only ARVs and TB/HIV co-infected patients at the same CD4 count given both anti-TB and HAART) [<ulink linkType=""Reference"" linkID=""1431171"">1431171</ulink>].</para><para>Patients would assigned to the following groups:<br/>TB/HIV co-infected (220 to 349 CD4 T cells/microl) patients  treated with anti-TB chemotherapy and highly active anti-retroviral therapy (HAART). TB/HIV co-infected (220 to 349 CD4 T cells/µl) patients  treated with anti-TB chemotherapy.<br/>TB/HIV co-infected (350 to 500 CD4 T cells/microl) treated with anti-TB chemotherapy and HAART.<br/>TB/HIV co-infected (350 to 500 CD4 T cells/microl) treated with anti-TB chemotherapy.<br/>TB/HIV co-infected (&lt; 200 CD4 T cells/microl) receiving anti-TB chemotherapy and HAART.<br/>HIV infected without active TB (&lt; 200 CD4 T cells/microl) receiving HAART [<ulink linkType=""Reference"" linkID=""1431171"">1431171</ulink>].</para></ProtocolDescription>",Phase not specified,NS,efavirenz; lamivudine; zidovudine,HIV infection; Mycobacterium tuberculosis infection,null,"Bioavailability of the Fixed Dose Formulation Rifafour Containing Isoniazid, Rifampicin, Pyrazinamide, Ethambutol and the World Health Organization (WHO) Recommended First Line Antiretroviral Drugs Zidovudine, Lamivudine, Efavirenz Administered to New Tuberculosis (TB) Patients at Different Levels of Immunosuppression",A40607; ISRCTN83323477; PK-TB-HAART,null,136052,Completed
