AdverseSummary,Description,DevStatus,DevStatusId,Drugs,Indications,OutcomeSummary,ProtocolTitle,References,TreatmentSummary,TrialId,TrialStatus
null,"<ProtocolDescription><para>The investigators will conduct the trial in rural Guinea-Bissau monitoring all nine health regions, covering 222  clusters, with planned number of enrolments increased from 21,000 to 28,000 (RECAMP-MV: 18000, RECAMP-OPV: 10000). <br/>This study consit of four treatment arms:<br/>Arm 1 (experimental: measles vaccine): in intervention villages children (if they are between 9 to 59 months old) will be weighed and will receive standard measles vaccine prequalified from the <ulink linkType=""Company"" linkID=""20947"">World Health Organization</ulink> in one dose by deep subcutaneous injection into the left subscapular region by a local nurse.<br/>Arm 2 (experimental: oral polio vaccine): in intervention villages children ( if they are between 0 to 8 months old) will be weighed and will receive standard bivalent oral polio vaccine prequalified by the World Health Organization in one or two doses directly into the mouth by a local nurse.<br/>Arm 3 (no intervention: Weighing -MV): in control villages children  aged 9 to 59 months acting as controls to the MV-intervention arm  will be weighed only.<br/>Arm 4 (no Intervention: Weighing-OPV): in control villages children aged 0 to 8 months acting as controls to the OPV-intervention arm will be weighed only.</para><para>To explore the hypothesis that at least part of the beneficial non-specific effects of OPV is driven by changes in the gut and/or respiratory microbiome, investigators will collect microbiome samples in a sub-group: A nasal swab and a rectal swab will be collected from 50 infants allocated to the intervention group, and 50 infants allocated to the control group. Two sample will be collected for each infant one when recruited for RECAMP-OPV and a second 2 months later.</para><para><br/></para></ProtocolDescription>",Phase 4 Clinical,C4,null,Measles virus infection; Poliovirus infection,null,Vaccine Campaign Effects on General Hospital Admissions and Mortality Among Children,NCT03460002; RE-CAMP; RE-CAMP,null,332218,Recruiting
null,null,Phase not specified,NS,null,Measles virus infection; Mumps virus infection; Rubella virus infection,null,"Study of reactogenicity, safety and immunogenicity of the vaccine for measles, mumps and rubella, production FSUE ""NPO"" Microgen Russian Ministry of Health",MMR-II-00-001/2013,null,183937,Status not specified
null,null,Phase 1 Clinical,C1,MVA-mBN85B,Measles virus infection,null,A Phase I Study of MVA-BN Vector Vaccine to Evaluate Safety and Immunogenicity in Healthy Volunteers,null,null,9026,Status not specified
null,<ProtocolDescription><para>This study consist of two groups of children aged 14 months:<br/>MMR vaccine (RVG number 17654) would be given subcutaneously (n = 34).<br/>MMR vaccine (RVG number 17654) would be given intramuscularly (n = 34).</para></ProtocolDescription>,Phase 2 Clinical,C2,null,Measles virus infection; Mumps virus infection; Rubella virus infection,null,"MMR vaccine given to 14 month old children, administered subcutaneously versus intramuscularly",ISRCTN61378987; LTR086a; NTR943,null,286509,Completed
null,"<ProtocolDescription><para>This is a phase II/III, controlled, randomized and double-blind for the evaluation of a      double viral vaccine anti measles and rubella (MR), which is under the development at      Instituto de Tecnologia em Imunobiologicos Bio-Manguinhos/Fiocruz, in Brazil, for use in      human beings. 432 eligible subjects (11-month-old infants), will be vaccinated and      monitored for local and systemic adverse events and immunogenicity. The study will last 11      months in total.</para><para>The study will have two arms: <br/>Experimental arm where subjects are administered with 1 dose of the experimental vaccine (Measles and Rubella) (MR vaccine) and the active comparator arm where subjects are administered with 1 dose of the comparator vaccine (Measles, Mumps and Rubella) (<ulink linkType=""Drug"" linkID=""94952"">MMR vaccine</ulink>). </para></ProtocolDescription>",Phase 2/Phase 3 Clinical,C23,"MMR vaccine, Bio-Manguinhos/Fiocruz",Measles virus infection; Rubella virus infection,null,"Study to Evaluate the Immunogenicity, Reatogenicity and Safety of Double Viral Vaccine (MR) for Measles and Rubella",ASCLIN 002/2017; BIOMR; NCT03148990,null,298150,Recruiting
null,"<ProtocolDescription><para>Patients would receive a single 0.5 ml sc injection of <ulink linkType=""Drug"" linkID=""47279"">ProQuad</ulink> (low, middle, or high dose) at Day 0 and Day 90 or a single 0.5 ml sc injection of <ulink linkType=""Drug"" linkID=""3643"">M-M-R II</ulink> + PUVV at Day 0</para></ProtocolDescription>",Phase 2 Clinical,C2,M-M-R II; ProQuad,Measles virus infection; Mumps virus infection; Rubella virus infection; Varicella zoster virus infection,null,ProQuad Dose Selection Study,2009_667; NCT00986232; V221-011,null,60684,Completed
null,<ProtocolDescription><para>The study would include three arms:<br/>Arm A: subjects   would  receive one dose of subcutaneous <ulink linkType="Drug" linkID="17141">Priorix-Tetra</ulink>  at visit 1 on day 0 and one dose of intramuscular  <ulink linkType="Drug" linkID="10593">Meningitec</ulink>  at visit 2 on days 35 to 49.<br/>Arm B: subjects would receive one dose of subcutaneous <ulink linkType="Drug" linkID="17141">Priorix-Tetra</ulink>  and one dose of intramuscular <ulink linkType="Drug" linkID="10593">Meningitec</ulink>  at visit 1 on day 0.<br/>Arm C: subjects would   receive one dose of intramuscular <ulink linkType="Drug" linkID="10593">Meningitec</ulink>  at visit 1 on day 0 and one dose of subcutaneous <ulink linkType="Drug" linkID="17141">Priorix-Tetra</ulink>  at visit 2 on days 35 to 49.</para></ProtocolDescription>,Phase 3 Clinical,C3,Meningitec; Priorix-Tetra,Measles virus infection; Mumps virus infection; Rubella virus infection; Varicella zoster virus infection,null,Immunogenicity and Safety Study of PriorixTetra When Co-administered With Conjugated MenC Vaccine in Healthy Children,115555; 115555MMRV-063; 2011-001608-37; MMRV-063; NCT01506193,null,83852,Completed
null,"<ProtocolDescription><para>The study consists of  three groups:<br/>Homeopathic vaccine group: participants would receive diphtheria (Diphtherinum), pertussis (Pertussinum), tetanus (Tetanotxicum), measles (Morbilinum) and mumps (Ourlianum) nosodes   and two sterile saline injections (0.5 ml each, intramuscular and subcutaneous) as placebo.<br/>Conventional vaccine group: participants would receive one intramuscular dose of <ulink linkType=""Drug"" linkID=""47199"">Tdap</ulink> (tetanus, diphtheria, acellular pertussis) (0.5 ml, intramuscular), one subcutaneous  dose of <ulink linkType=""Drug"" linkID=""11457"">MMR</ulink> (measles, mumps, rubella)  (0.5 ml,  subcutaneous)    and sugar pellets as placebo.<br/>Control group: participants would receive sugar pellets  oral dose and two sterile saline injections (0.5 ml each,  intramuscular and subcutaneous) as placebo.</para></ProtocolDescription>",Phase 4 Clinical,C4,Adacel; Priorix,Bordetella pertussis infection; Clostridium tetani infection; Corynebacterium diphtheriae infection; Measles virus infection; Mumps virus infection; Rubella virus infection,"<Outcomes><para>In November 2018, results were published. No participant in the homeopathic vaccine or the placebo group demonstrated a >/= two-fold response to any of the antigens. However, among the participants who received conventional Tdap vaccine, 68% (33 of 48), 83% (40 of 48) and 88% (42 of 48) demonstrated a >/= two-fold response to diphtheria, pertussis toxoid and tetanus antigens, respectively. Among the participants who received conventional MMR vaccine, 35% (17/48) demonstrated a response to measles or mumps antigens (p &lt; 0.001 for each comparison of conventional vaccine to placebo or to homeopathic vaccine). Geometric mean titers of antibody significantly increased from baseline in response to conventional vaccine antigens (p &lt; 0.001 for each), but there was no significant response to homeopathic antigens or placebo [<ulink linkType=""Reference"" linkID=""2117966"">2117966</ulink>].</para></Outcomes>",Homeopathic Vaccine Trial,HVT; HVT-2016; NCT02825368,"<Regimens><para>Participants received diphtheria, pertussis, tetanus, mumps, measles homeopathic vaccine, placebo or conventional Tdap and MMR vaccines [<ulink linkType=""Reference"" linkID=""2117966"">2117966</ulink>].</para></Regimens>",265194,Recruiting
null,"<ProtocolDescription><para>The first study objective was to determine the immunogenicity of one dose of <ulink linkType=""Drug"" linkID=""4645"">Varivax</ulink> administered at 12 versus 18 months of age. Participants   received either <ulink linkType=""Drug"" linkID=""3643"">M-M-R II</ulink> vaccine and <ulink linkType=""Drug"" linkID=""4645"">Varivax</ulink>, or <ulink linkType=""Drug"" linkID=""47279"">ProQuad</ulink> depending on availability of the vaccines. Immunogenicity was   measured as humoral responses utilizing plaque reduction neutralization (PRN) assay for measles and gpELISA for varicella antibodies, and T cell immunity determined by flow cytometric T cell assays. The second study objective was to determine the immunogenicity of administering two doses of <ulink linkType=""Drug"" linkID=""4645"">Varivax</ulink> and <ulink linkType=""Drug"" linkID=""3643"">M-M-R II</ulink> to children at 12 and 18 months of age compared with children receiving one dose of <ulink linkType=""Drug"" linkID=""3643"">M-M-R II</ulink> at 12 months and one dose of <ulink linkType=""Drug"" linkID=""4645"">Varivax</ulink> at 12 or 18 months of age. Participants   received either <ulink linkType=""Drug"" linkID=""3643"">M-M-R II</ulink> vaccine and <ulink linkType=""Drug"" linkID=""4645"">Varivax</ulink>, or <ulink linkType=""Drug"" linkID=""47279"">ProQuad</ulink> depending on availability of the vaccines. The third study objective was to determine the safety of administering two doses of <ulink linkType=""Drug"" linkID=""4645"">Varivax</ulink> and <ulink linkType=""Drug"" linkID=""3643"">M-M-R II</ulink> to children at 12 and 18 months of age. Participants   received either <ulink linkType=""Drug"" linkID=""3643"">M-M-R II</ulink> vaccine and <ulink linkType=""Drug"" linkID=""4645"">Varivax</ulink>, or <ulink linkType=""Drug"" linkID=""47279"">ProQuad</ulink> depending on availability of the vaccine. Study personnel with documentation of all adverse events and serious adverse events   monitored safety using parental memory aids and telephone follow-up.  </para><para>The investigators hypothesized that infants receiving <ulink linkType=""Drug"" linkID=""4645"">Varivax</ulink> or <ulink linkType=""Drug"" linkID=""47279"">ProQuad</ulink> at 12 months of age will have comparable humoral immune responses to infants receiving the vaccine at 18 months of age, but that T cell immunity will be higher in those vaccinated at 18 months of age. In addition, infants receiving two doses of <ulink linkType=""Drug"" linkID=""4645"">Varivax</ulink> or <ulink linkType=""Drug"" linkID=""47279"">ProQuad</ulink> will have higher humoral and cell mediated immune responses compared with children receiving only one dose of <ulink linkType=""Drug"" linkID=""4645"">Varivax</ulink> or <ulink linkType=""Drug"" linkID=""47279"">ProQuad</ulink>. This hypothesis would explain the post-licensure observations that breakthrough disease is higher in those vaccinated at 12 versus 15 months of age and in children who received one vaccination compared with two. The investigators predict that there will be no differences in the humoral immune responses when measles is given concomitantly with <ulink linkType=""Drug"" linkID=""4645"">Varivax</ulink> compared to <ulink linkType=""Drug"" linkID=""4645"">Varivax</ulink> alone, but the immunosuppressive effects of the measles virus can influence effects on T cell immunity. It is expected that two doses of <ulink linkType=""Drug"" linkID=""4645"">Varivax</ulink> or <ulink linkType=""Drug"" linkID=""47279"">Proquad</ulink> will be well tolerated and that there will be fewer systemic adverse reactions after the second dose. The <ulink linkType=""Drug"" linkID=""4645"">Varivax</ulink> package insert reports that the incidence of injection site redness and swelling was slightly higher post dose two, but the incidence of systemic clinical complaints was lower post dose two. The incidence of adverse experiences both locally and systemically following a second dose of <ulink linkType=""Drug"" linkID=""47279"">ProQuad</ulink> was equal to or less than those reactions seen after the first dose. The investigators will evaluate the incidence of injection site reactogenicity to confirm these findings.</para></ProtocolDescription>",Phase 1/Phase 2 Clinical,C12,M-M-R II; ProQuad; varicella-zoster vaccine (Varivax/Zostavax),Measles virus infection; Mumps virus infection; Pediatric varicella zoster virus infection; Rubella virus infection,null,Immune Responses to Two Dose Varivax +/- MMR-II,04-073; NCT00258726,null,11515,Terminated
null,"<ProtocolDescription><para>A total of 420  healthy children 12 to 24 months of age would be divided in two groups. Children would be randomly assigned (1 : 1) to receive two doses of either MMR (RS12) or MMR used in routine vaccination, administered 0/5 cc sc, one dose would be injected in 12 months of age and second dose would be injected in 18 months of age. Blood samples would be obtained from each subject for immunogenicity analysis immediately before vaccination and 6 to 8 weeks after first vaccination and 6 weeks after second vaccination. For early adverse event, children would be observed during 30 min  after each vaccination by physician and late adverse event would be recorded within the 6 to 8 weeks after each vaccination [<ulink linkType=""Reference"" linkID=""1413844"">1413844</ulink>].</para></ProtocolDescription>",Phase 2 Clinical,C2,null,Measles virus infection; Mumps virus infection; Rubella virus infection,null,Immunogenicity and Safety Assessments Of MMRr Vaccine With New Mumps Component (RS12),48/1; IRCT201206304412N6,null,126616,No longer recruiting
null,"<ProtocolDescription><para>Patients, HIV infected and uninfected, were randomized to one of two attenuated measles vaccine schedules: at 6 and 12 months of age, or at 12 months of age only. Attenuvax (0.5 ml) was administered at the month 6 vaccine and <ulink linkType=""Drug"" linkID=""3643"">M-M-R II</ulink> (0.5 ml) as the month 12 vaccine. Patients were followed for 24 months after the last vaccination.</para></ProtocolDescription>",Phase 2 Clinical,C2,M-M-R II,HIV infection; Measles virus infection,"<Outcomes><para>In July 2011, results were published. Vaccinations were associated with no adverse experiences; Grade 2 except for Grade 3 fever. After 6 weeks of Attenuvax, all 2DPOS subjects (7/7) seroresponded (PRN titers = 120 mIU/ml) with median titers significantly exceeding 2DNEG titers (2115 versus 628 mIU/ml, respectively; p = 0.023). Prevaccination titers = 25 mIU/ml among 2DNEG subjects correlated inversely with the likelihood of achieving titers =120 mIU/ml (56 versus 90%; p = 0.004) [<ulink linkType=""Reference"" linkID=""1209217"">1209217</ulink>].</para></Outcomes>","A Phase II, Comparative Study of Seroconversion of Single-Dose and Two-Dose Measles Vaccination in HIV-Infected and HIV-Uninfected Children: A Multicenter Trial of the Pediatric AIDS Clinical Trials Group",11202; ACTG 225; NCT00000815,null,11384,Completed
"<AdverseEvents><para>No serious vaccine-related adverse experiences were reported in any of the three treatment groups. The percent of subjects with one or more overall, systemic and injection-site adverse experiences and the number of subjects with one or more instances of elevated temperature (>/= 102degF oral) was  comparable between the group given <ulink linkType=""Drug"" linkID=""47279"">ProQuad</ulink> and placebo and the <ulink linkType=""Drug"" linkID=""3643"">MMR II</ulink> and placebo group, and between the group given <ulink linkType=""Drug"" linkID=""47279"">ProQuad</ulink> and placebo and the group given <ulink linkType=""Drug"" linkID=""3643"">MMR II</ulink> and <ulink linkType=""Drug"" linkID=""4645"">Varivax</ulink>. No rubella-like rashes or mumps-like symptoms were reported in any treatment group. The incidence rates of measles-like and varicella-like rashes were very low (less than 1% of subjects) across all three treatment groups. No differences in these adverse experiences were noted [<ulink linkType=""Reference"" linkID=""538552"">538552</ulink>].</para></AdverseEvents>",null,Phase not specified,NS,M-M-R II; ProQuad; varicella-zoster vaccine (Varivax/Zostavax),Measles virus infection; Mumps virus infection; Pediatric varicella zoster virus infection; Rubella virus infection,"<Outcomes><para>Participants received <ulink linkType=""Drug"" linkID=""47279"">ProQuad</ulink> with placebo as a second dose achieved antibody levels to measles, mumps and rubella that were similar to levels seen in the groups receiving <ulink linkType=""Drug"" linkID=""3643"">MMR II</ulink> and placebo and <ulink linkType=""Drug"" linkID=""3643"">MMR II</ulink> and <ulink linkType=""Drug"" linkID=""4645"">Varivax</ulink> concomitantly when measured at 6 weeks after vaccination. <ulink linkType=""Drug"" linkID=""47279"">ProQuad</ulink> was also well tolerated [<ulink linkType=""Reference"" linkID=""538552"">538552</ulink>].</para></Outcomes>","A Double-blind, Multicenter Study To Evaluate The Safety, Tolerability And Immunogenicity Of ProQuad For The Prevention Of Measles, Mumps, Rubella And Chicken Pox In Children",null,"<Regimens><para>Children who previously received <ulink linkType=""Drug"" linkID=""3643"">MMR II</ulink> and <ulink linkType=""Drug"" linkID=""4645"">Varivax</ulink> at 12 months or older were randomized to receive <ulink linkType=""Drug"" linkID=""47279"">ProQuad</ulink> and placebo, <ulink linkType=""Drug"" linkID=""3643"">MMR II</ulink> and placebo or <ulink linkType=""Drug"" linkID=""3643"">MMR II</ulink> and <ulink linkType=""Drug"" linkID=""4645"">Varivax</ulink> concomitantly at separate injection sites. Blood samples were collected from the participants prior to vaccination and approximately 6 weeks following vaccination. Serology testing were performed to measure levels of anti-measles, mumps, rubella and varicella antibodies (GMTs). Antibody levels  from the three study groups were compared to determine similarity (non inferiority). Titers for participants receiving <ulink linkType=""Drug"" linkID=""47279"">ProQuad</ulink> and placebo were compared to titers for those receiving <ulink linkType=""Drug"" linkID=""3643"">MMR II</ulink> and placebo and receiving <ulink linkType=""Drug"" linkID=""3643"">MMR II</ulink> and <ulink linkType=""Drug"" linkID=""4645"">Varivax</ulink>, respectively. Antibody titers pre- and post-vaccination were measured by ELISA. Non inferiority hypothesis testing of GMTs (less than two-fold difference) between groups was performed at the one-sided 0.05 level (ANOVA)  [<ulink linkType=""Reference"" linkID=""538552"">538552</ulink>].</para></Regimens>",15301,No longer recruiting
null,<ProtocolDescription><para>Subjects (n = 30) would be vaccinated      with measles and rubella vaccine and monitored for local and systemic adverse events and titration of antibodies. The study      would last 20 months in total.</para></ProtocolDescription>,Phase 1 Clinical,C1,"double viral vaccine (measles/rubella), Bio-Manguinhos/Fiocruz",Measles virus infection; Rubella virus infection,null,Study to Evaluate Safety and Imunogenicity of Double Viral Vaccine (MR) for Measles and Rubella,ASCLIN 002/2014; NCT02196285,null,206205,Completed
null,<ProtocolDescription><para>Patients will be randomized to receive one dose of Vitamin A or four doses of Candidate Plasmodium falciparum malaria vaccine or one does of MR-Vac or Stamaril.</para></ProtocolDescription>,Phase not specified,NS,"malaria vaccine, GlaxoSmithKline/Malaria Vaccine Initiative",Measles virus infection; Rubella virus infection; Yellow fever virus infection,null,"Immunogenicity and safety of GSK Biologicals malaria vaccine given at 6,7.5 and 9 months of age coadministered with measles,rubella and yellow fever vaccines",PACTR201602001483150,null,261663,Not yet recruiting
null,"<ProtocolDescription><para>This study would evaluate the immunogenicity and safety of <ulink linkType=""Company"" linkID=""1027662"">Beijing Tiantan</ulink>'s MMR vaccine in      subjects 18 months of age and older. The MMR vaccine might be administered as a second dose to 4 to 6 year-old persons with one dose      immunization with MMR vaccine or as a first dose to 18 month-old subjects with one dose      immunization with MR. Immune efficacy and safety would be compared among different immunization schedules, including      inoculation doses, enhanced immunity age, vaccination interval time. Antibody persistence of one  dose of MMR vaccine would be evaluated in this study.</para><para>This study would consist of four arms<br/>Arm 1 : subjects would be vaccinated with MMR(measles, mumps and rubella combined vaccine, live) on 18 months old.<br/>Arm 2 : subjects would be  vaccinated two doses of MMR (measles, mumps and rubella combined vaccine, live) on 18 month and 4 years old, sequentially.<br/>Arm 3 : subjects would be  vaccinated two doses of MMR (measles, mumps and rubella combined vaccine, live) on 18 month and 5 years old, sequentially.<br/>Arm 4 : subjects would be  vaccinated two doses of MMR (measles, mumps and rubella combined vaccine, live) on 18 month and 6 years old, sequentially.</para><para>For all arms blood samples would be collected before and after vaccination.</para></ProtocolDescription>",Phase 4 Clinical,C4,"measles/mumps/rubella vaccine (live-attenuated),  Beijing Tiantan Biological Products",Measles virus infection; Mumps virus infection; Rubella virus infection,null,Study on Immunization Schedule of Beijing Tiantan Biological's Measles-mumps-rubella(MMR) Vaccine,BJCDCWJ201601; NCT03160820,null,298801,Completed
