ArmCount,Biomarkers,Condition,Controls,DevStatus,DevStatusId,Drug,DrugId,EnrollmentCount,Interventions,Patients,ProtocolAcronym,ProtocolTitle,Reference,Sponsor,TrialId,TrialStartDate,TrialStatus
1,Alanine transaminase; Albumin; Alkaline phosphatase; Aspartate aminotransferase; Basophils; Bilirubin; Body temperature; Calcium; Creatinine; Diastolic blood pressure; Eosinophils; Glucose; Heart rate; Heart rate; Hematocrit; Hemoglobin; Ketones; Lymphocytes; Mean corpuscular hemoglobin; Monocytes; Neutrophils; PR interval; Potassium; QRS complex; QT interval; Reticulocytes; Sodium; Systolic blood pressure; Total cholesterol; Total protein; Triglycerides; Troponin; Urea nitrogen,Mycobacterium tuberculosis infection,null,Phase 1 Clinical,C1,GSK-3036656,70581,30,GSK-3036656,30,null,First Time in Human (FTIH) Safety and Pharmacokinetics (PK) Study of GSK-3036656 in Healthy Subjects,201040; 2015-003654-41; NCT03075410,GlaxoSmithKline plc,290705,"APRIL    , 02, 2017",Completed
4+,null,Mycobacterium tuberculosis infection,null,Phase 1 Clinical,C1,celecoxib,12135,18,celecoxib; celecoxib; pyrazinamide; pyrazinamide; rifampicin; rifampicin,18,null,Evaluating Celecoxib Activity in Mycobacterium Tuberculosis: A Whole Blood Bactericidal Activity Study in Healthy Volunteers,CELECOXIB_WBA; NCT02602509,National University Hospital (Singapore) Pte Ltd,245694,"NOVEMBER , 30, 2015",Completed
1,null,Mycobacterium tuberculosis infection,null,Phase 1 Clinical,C1,RUTI,57308,24,RUTI,24,null,Clinical Trial to Study Four Different Doses of the Vaccine RUTI in Healthy Volunteers,EudraCT Number: 2006-000690-29; FA/MI/01; NCT00546273,Germans Trias i Pujol Hospital,8888,"APRIL    , 30, 2007",Completed
1,Alanine transaminase; Aspartate aminotransferase; Bilirubin; Blood pressure; Body temperature; Creatinine; Estimated glomerular filtration rate; Heart rate; Hemoglobin; Magnesium; Potassium; QT interval; Urea nitrogen,Mycobacterium tuberculosis infection,null,Phase 1 Clinical,C1,pretomanid,13323,48,pretomanid,48,null,Single-Dose Study to Evaluate the PKs of Pretomanid in Subjects With Renal Impairment Compared to Subjects With Normal Renal Function,15-0037; HHSN272201300021I; NCT03896750,National Institute of Allergy and Infectious Diseases,375406,"MAY      , 09, 2019",Not yet recruiting
2+,QT interval,Mycobacterium tuberculosis infection,WHO regimen therapy,Phase 3 Clinical,C3,"clofazimine (oral, tuberculosis), Novartis",91861,null,Deltyba; Lamprene; Levaquin; Sirturo; Zyvox,null,DRAMATIC,"Efficacy and Tolerability of Bedaquiline, Delamanid, Levofloxacin, Linezolid, and Clofazimine for Treatment of Patients With MDR-TB",DRAMATIC; H38212; NCT03828201,Boston University,368916,"JANUARY  , 31, 2020",Terminated
2,null,Mycobacterium tuberculosis infection,null,Phase 2b Clinical,C2B,ESAT-6CFP10,95442,1044,BCG; ESAT6-CFP10,1044,null,Phase IIb Clinical Study of Recombinant Mycobacterium Tuberculosis Allergen ESAT6-CFP10 on Healthy People Aged 18 to 65,EC-IIB-HEALTHY; NCT02389322,Anhui Zhifei Longcom Biopharmaceutical Co Ltd,224675,"MARCH    , 31, 2015",Completed
2,Alanine transaminase; Albumin; Alkaline phosphatase; Aspartate aminotransferase; Basophils; Bilirubin; Blood platelets; Body temperature; Calcium; Chlorides; Creatinine; Diastolic blood pressure; Eosinophils; Erythrocytes; Glucose; Heart rate; Hematocrit; Hemoglobin; Ketones; Lactate dehydrogenase; Leukocyte count; Lymphocytes; Mean corpuscular hemoglobin; Mean corpuscular volume; Monocytes; Neutrophils; Nitrite; Potassium; QT interval; Respiratory frequency; Reticulocytes; Sodium; Systolic blood pressure; Total protein; Urea nitrogen; Urobilinogen; gamma-Glutamyltransferase,Mycobacterium tuberculosis infection,Rifafour e-275,Phase 2a Clinical,C2A,GSK-3036656,70581,80,GSK-3036656,80,null,"An Early Bactericidal Activity, Safety and Tolerability of GSK-3036656 in Subjects With Drug-sensitive Pulmonary Tuberculosis",201214; NCT03557281,GlaxoSmithKline plc,343050,"MARCH    , 27, 2019",Recruiting
3+,null,Mycobacterium tuberculosis infection,standard of care treatment,Phase 2 Clinical,C2,faropenem,4492,56,clavulanate; faropenem; rifampicin; standard of care treatment,56,null,Synergistically acting Rifampicin and Faropenem in Tuberculosis,CTRI/2019/04/018577,Indian Council of Medical Research,377088,"MAY      , 31, 2019",Not yet recruiting
1+,null,Mycobacterium tuberculosis infection,bedaquiline; delamanid; moxifloxacin,Phase 2b Clinical,C2B,delamanid,16545,75,bedaquiline; delamanid; midazolam; moxifloxacin; sutezolid,75,SUDOCU,PanACEA Sutezolid Dose-finding and Combination Evaluation,NCT03959566; PANACEA-SUDOCU-01; SUDOCU,Ludwig-Maximilians University of Munich,381674,"AUGUST   , 31, 2019",Not yet recruiting
1,Interferon gamma,Mycobacterium tuberculosis infection,null,Phase 3 Clinical,C3,ESAT-6CFP10,95442,null,ESAT-6CFP10,null,null,"Recombinant Mycobacterium tuberculosis allergen ESAT6-CFP10 for 18 to 65 years old healthy people: randomized, blinded, parallel-group phase III clinical trial",ChiCTR-IIR-16007904,Jiangsu Provincial Academy Of Environmental Science,252783,"FEBRUARY , 17, 2016",Not yet recruiting
1+,Glucose,Mycobacterium tuberculosis infection,amikacin; clofazimine; cycloserine; ethambutol; isoniazid; kanamycin; levofloxacin; prothionamide; pyrazinamide,Phase 2 Clinical,C2,linezolid,11036,220,clofazimine; cycloserine; levofloxacin; linezolid; prothionamide; pyrazinamide,220,TB-TRUST,Refining MDR-TB Treatment Regimens for Ultra Short Therapy,KY2018-331; NCT03867136; TB-TRUST,Huashan Hospital,372676,"MAY      , 01, 2019",Not yet recruiting
1+,Human immunodeficiency virus DNA; Human immunodeficiency virus RNA; T-cell surface glycoprotein CD4,Mycobacterium tuberculosis infection,efavirenz; lamivudine; tenofovir disoproxil fumarate,Phase 2 Clinical,C2,raltegravir,54488,155,lamivudine; raltegravir; tenofovir disoproxil fumarate,155,REFLATE TB,Efficacy and Safety of Two Raltegravir Doses in Naive HIV-1-Infected Patients Receiving Rifampin for Active Tuberculosis,2008-004970-41; ANRS 12 180; ANRS 12180 REFLATE TB; NCT00822315; REFLATE TB,French National Agency for Research on AIDS and Viral Hepatitis,40948,"JULY     , 31, 2009",Completed
3+,null,Mycobacterium tuberculosis infection,null,Phase not specified,NS,clarithromycin,2829,null,clarithromycin; levofloxacin; moxifloxacin; moxifloxacin; rifabutin,null,null,The research of new regimen for multidrug-resistant tuberculosis treatment,ChiCTR-IOR-15007291,"Beijing Chest Hospital, Beijing Tuberculosis & Thoracic Tumor Research Institute, Capital Medical University",244777,"OCTOBER  , 01, 2008",No longer recruiting
2+,null,Mycobacterium tuberculosis infection,null,Phase 1 Clinical,C1,midazolam hydrochloride,44303,74,TBA-7371; TBA-7371; bupropion; midazolam,74,null,"A Phase I Study to Evaluate Safety, Tolerability, PK, and PK Interactions of TBA-7371",NCT03199339; TBA-7371-CL001,TB Alliance,303756,"AUGUST   , 29, 2017",Completed
1+,null,Mycobacterium tuberculosis infection,null,Phase 1 Clinical,C1,doravirine,74480,11,doravirine; isoniazid; rifapentine,11,DORIIS,"Doravirine, Rifapentine and Isoniazid Interaction",12690; DORIIS; NCT03886701,Thomas Jefferson University,374387,"APRIL    , 30, 2019",Recruiting
1,null,Mycobacterium tuberculosis infection,null,Phase 2/Phase 3 Clinical,C23,trimethoprim + sulphamethoxazole,44363,1354,isoniazid; trimethoprim + sulphamethoxazole,1354,null,Daily Isoniazid to Prevent Tuberculosis in Infants Born to Mothers With HIV,IMPAACT P1041; NCT00080119; PACTG P1041; U01AI068632,International Maternal Pediatric Adolescent AIDS Clinical Trials Group,187839,"FEBRUARY , 29, 2004",Terminated
1+,null,Mycobacterium tuberculosis infection,null,Phase not specified,NS,stavudine,4481,400,efavirenz; ethambutol; isoniazid; lamivudine; pyrazinamide; rifabutin; rifampicin; stavudine; zidovudine,400,null,Acquired Immunodeficiency Syndrome (AIDS) and Tuberculosis (TB) Co-Infection Treatment Strategies Study of China,2008ZX10001-008; NCT01344148,Shanghai Public Health Clinical Center,76946,"FEBRUARY , 28, 2009",Recruiting
2+,null,Mycobacterium tuberculosis infection,null,Phase 1 Clinical,C1,rifabutin,4229,33,TMC-207; TMC-207; rifabutin; rifampin,33,null,TMC-207 +/- Rifabutin/Rifampin,10-0043; HHSN272201500007I; N01AI80026C; NCT01341184,National Institute of Allergy and Infectious Diseases,76765,"OCTOBER  , 21, 2011",Completed
1+,Blood platelets; Cytochrome P450 2B6,Mycobacterium tuberculosis infection,null,Phase 1 Clinical,C1,efavirenz,10172,35,efavirenz; lamivudine+ zidovudine; rifampicin + isoniazid (Rifinah); tenofovir disoproxil fumarate + emtricitabine; tenofovir+ lamivudine,26,null,Pharmacokinetics of Efavirenz in the Presence of Rifampicin and Isoniazid,2014-002608-26; NCT02832778; SSAT062,St Stephens Aids Trust,265766,"OCTOBER  , 21, 2016",Recruiting
1,null,Mycobacterium tuberculosis infection,null,Phase 1 Clinical,C1,SQ-109,31010,10,SQ-109,10,null,Phase Ic Study of Safety and PK of SQ-109 300 mg Daily,09-0111; N01AI80024C; NCT01358162,National Institute of Allergy and Infectious Diseases,77682,"NOVEMBER , 30, 2010",Completed
3+,null,Mycobacterium tuberculosis infection,null,Phase 4 Clinical,C4,emtricitabine,4728,200,efavirenz; emtricitabine; emtricitabine; lopinavir + ritonavir; rifabutin; rifampicin; tenofovir disoproxil fumarate; tenofovir disoproxil fumarate,200,RIFART,RIFART,EudraCT 2007-007935-14; MI2-RIFART-2005; RIFART,Azienda Ospedaliera Spedali Civili di Brescia,131240,"MARCH    , 15, 2005",Terminated
1+,CD4 Positive T Lymphocytes; T-cell surface glycoprotein CD4,Mycobacterium tuberculosis infection,null,Phase 3 Clinical,C3,trimethoprim + sulphamethoxazole,44363,642,didanosine; efavirenz; lamivudine; lamivudine + efavirenz + didanosine; trimethoprim + sulfamethoxazole,642,SAPIT,A Study to Compare Three Existing Starting Points of Antiretroviral Therapy (ART) Initiation in HIV/Tuberculosis (TB) Co-infected Patients,CAPRISA 003; NCT00398996; SAPIT,Centre for the AIDS Program of Research in South Africa,201474,"JUNE     , 30, 2005",Completed
1+,Alanine transaminase; Aspartate aminotransferase; QT interval,Mycobacterium tuberculosis infection,ethambutol; isoniazid; pyraziminide; rifampicin,Phase 2b Clinical,C2B,pretomanid,13323,240,bedaquiline; moxifloxacin; pretomanid; pyraziminide,240,null,"A Phase II to Evaluate the Efficacy, Safety and Tolerability of Combinations of Bedaquiline, Moxifloxacin, PA-824 and Pyrazinamide in Adult Subjects With Drug-Sensitive or Multi Drug-Resistant Pulmonary Tuberculosis",NC-005; NC-005-(J-M-PA-Z); NCT02193776,TB Alliance,210646,"OCTOBER  , 23, 2014",Completed
1+,CD4; Cytotoxic T-Lymphocytes; HIV viral load; Human immunodeficiency virus RNA; T-Helper Lymphocytes; T-cell surface glycoprotein CD8 alpha chain,Mycobacterium tuberculosis infection,Kaletra; ethambutol; isoniazid; pyrazinamide; pyridoxine; rifampin,Phase 2b Clinical,C2B,rifabutin,4229,71,Kaletra; ethambutol; isoniazid; pyrazinamide; pyridoxine; raltegravir; rifabutin,71,null,Rifampin-Based Tuberculosis Treatment Versus Rifabutin-Based Tuberculosis Treatment in Persons With HIV,1U01AI068636; ACTG A5290; NCT01601626,AIDS Clinical Trials Group,87585,"JULY     , 13, 2013",Terminated
1,null,Mycobacterium tuberculosis infection,null,Phase 4 Clinical,C4,itraconazole,3411,60,itraconazole,60,null,A Comparative Study of Itraconazole in Various Doses Schedule in the Treatment of Pulmonary Aspergilloma in Treated  with the Patients of Pulmonary Tuberculosis,CTRI/2013/02/003374,Sawai ManSingh Medical College,131456,"JULY     , 31, 2012",Recruiting
1,null,Mycobacterium tuberculosis infection,null,Phase 1 Clinical,C1,MVA-85A,55317,12,MVA85A,12,null,"A Phase I Study of the Safety and Immunogenicity of a Recombinant MVA Vaccine Encoding a Secreted Antigen From M Tuberculosis, Antigen 85A, Delivered Intradermally by a Needle Injection in Healthy Volunteers Who Have Received BCG Immunisation 1 Month Previously",NCT00427453; TB004,University of Oxford,10873,"JUNE     , 30, 2003",Completed
1,null,Mycobacterium tuberculosis infection,null,Phase 1 Clinical,C1,MVA-85A,55317,16,MVA85A,16,null,"A Phase I Study of the Safety and Immunogenicity of a Recombinant MVA Vaccine Encoding a Secreted Antigen From M Tuberculosis, Antigen 85A, Delivered Intradermally by a Needle Injection in Healthy Volunteers Who Have Previously Received BCG",NCT00427830; TB005,University of Oxford,10874,"MAY      , 31, 2003",Completed
3+,Alanine transaminase; Blood platelets; Body temperature; CD40 ligand; Creatinine; Cytotoxic T-Lymphocytes; Hemoglobin; Interferon gamma; Interleukin-2; Leukocyte count; T-Lymphocytes; T-cell surface glycoprotein CD4; T-cell surface glycoprotein CD8 alpha chain; Tumor necrosis factor,Mycobacterium tuberculosis infection,Menjugate; Polio Sabin; Prevnar; Tritanrix HB,Phase 2 Clinical,C2,Tritanrix HB,12862,302,GSK-692342; GSK-692342a; Polio Sabin; Prevnar; Tritanrix HB,302,null,Safety and Immunogenicity Study of a Candidate Tuberculosis Vaccine in Healthy Infants,112899; 2012-004380-44; NCT01098474; TUBERCULOSIS-013 PRI,GlaxoSmithKline plc,65639,"JULY     , 31, 2010",Completed
4,25(OH)D3; Calcium; LL-37; Macrophages; Total body mass; Weight; cough clearance,Mycobacterium tuberculosis infection,null,Phase 2 Clinical,C2,VP-101,12014,288,chemotherapy; cholecalciferol (Vigantol oil); cholecalciferol (Vigantol oil); sodium phenylbutyrate; sodium phenylbutyrate,288,null,Clinical Trial of Phenylbutyrate and Vitamin D in Tuberculosis (TB),NCT01580007; PR-09068,"International Centre For Diarrhoeal Disease Research, Bangladesh",142323,"DECEMBER , 31, 2010",Completed
3+,Body Mass Index; Glucose,Mycobacterium tuberculosis infection,ethambutol; gatifloxacin,Phase 3 Clinical,C3,gatifloxacin,7017,2070,gatifloxacin; isoniazid; rifampin,1836,OFLOTUB,A Controlled Trial of a 4-Month Quinolone-Containing Regimen for the Treatment of Pulmonary Tuberculosis,ICA4-CT 2002-10057; NCT00216385; OFLOTUB,Institut de Recherche pour le Developpement (IRD),10855,"JANUARY  , 31, 2005",Recruiting
2,CD4+ T-lymphocytes; CD8+ T-lymphocytes; CD8-Positive T-Lymphocytes; Interferon-gamma; Interleukin-17A; Interleukin-2; Interlukenin-2; T-Helper Lymphocytes; TNF-alpha,Mycobacterium tuberculosis infection,BCG,Phase 2 Clinical,C2,VPM-1002,55569,48,VPM-1-002,48,null,Study to Evaluate Safety and Immunogenicity of VPM-1-002 in Comparison With BCG in Newborn Infants in South Africa,DOH-27-0911-3677; NCT01479972; VPM1002-ZA-2.12TB,Vakzine Projekt Management GmbH,82764,"NOVEMBER , 30, 2011",Completed
1,null,Mycobacterium tuberculosis infection,null,Phase 1 Clinical,C1,rifapentine,15102,44,rifapentine,44,null,Evaluating the Pharmacokinetics of High-Dose Rifapentine When Given as a Single-Dose or in Divided Doses to Healthy Adults,11859; A5311; ACTG 5311; NCT01574638,National Institute of Allergy and Infectious Diseases,86389,"JUNE     , 30, 2012",Terminated
3+,null,Mycobacterium tuberculosis infection,ethambutol hydrochloride; isoniazid; linezolid; pyrazinamide; rifampicin,Phase 2 Clinical,C2,delpazolid,76307,64,LCB01-0371,64,null,"A Phase II Clinical Study of LCB01-0371 to Evaluate the EBA, Safety and PK",2016-0642; KCT0003975; LCB01-0371-15-2-01; NCT02836483,LegoChem Bioscience Inc,265899,"DECEMBER , 10, 2016",Recruiting
1,null,Mycobacterium tuberculosis infection,null,Phase 1 Clinical,C1,"Ag85B-ESAT-6 vaccine (IC31 adjuvant, tuberculosis), SSI/ Valneva",53784,20,"Ag85B-ESAT-6 vaccine (tuberculosis), SSI/Aeras/sanofi pasteur/Valneva",20,THYB-02,A Safety and Immunogenicity Trial With an Adjuvanted Tuberculosis (TB) Subunit Vaccine in Purified Protein Derivative (PPD) Positive Volunteers,NCT00929396; THYB-02; THYB-02,Statens Serum Institut,58503,"SEPTEMBER, 30, 2007",Completed
1,Cytotoxic T-Lymphocytes; Interferon gamma; Interleukin-2; T-Helper Lymphocytes; T-cell surface glycoprotein CD4; T-cell surface glycoprotein CD8 alpha chain; Tumor necrosis factor,Mycobacterium tuberculosis infection,null,Phase 2 Clinical,C2,MVA-85A,55317,2797,MVA-85A,2797,null,A Study of MVA-85A in Healthy Infants,084785; C-020-485; ISRCTN39705371; NCT00953927; Oxford TB020,Aeras Global TB Vaccine Foundation,59405,"JULY     , 31, 2009",Completed
2+,null,Mycobacterium tuberculosis infection,Rifafour,Phase 2 Clinical,C2,bedaquiline,51310,85,PA-824; Rifafour; TMC-207; moxifloxacin; pyrazinamide,65,null,Evaluation of Early Bactericidal Activity in Pulmonary Tuberculosis With,NC-001; NC-001-(J-M-Pa-Z); NCT01215851,TB Alliance,71107,"OCTOBER  , 31, 2010",Completed
1+,null,Mycobacterium tuberculosis infection,null,Phase 4 Clinical,C4,lopinavir + ritonavir,14681,9,Kaletra; rifampin; ritonavir,9,null,Pharmacokinetic Study of Super-boosted Lopinavir/Ritonavir Given With Rifampin,20100325; NCT01700790,University of Miami,93494,"FEBRUARY , 29, 2016",Terminated
2,Immunoglobulin G; T-Lymphocytes,Mycobacterium tuberculosis infection,null,Phase 1 Clinical,C1,"ID93 vaccine (GLA-SE adjuvant, TB), IDRI/ Quratis",68617,60,ID-93; ID-93 + GLA-SE,60,null,Phase I ID-93 + GLA-SE Vaccine Trial in Healthy Adult Volunteers,IDRI-TBVPX-113; NCT01599897,Infectious Disease Research Institute,87507,"AUGUST   , 31, 2012",Completed
1+,null,Mycobacterium tuberculosis infection,null,Phase 2 Clinical,C2,linezolid,11036,429,ethambutol; isoniazid; linezolid; pyrazinamide; rifampicin,428,null,Linezolid Instead of Ethambutol in Treatment of Drug-susceptible Tuberculosis,J-1310-026-523; NCT01994460,Seoul National University Hospital,161831,"JANUARY  , 31, 2014",Recruiting
1+,null,Mycobacterium tuberculosis infection,null,Phase not specified,NS,efavirenz,10172,400,efavirenz; ethambutol; isoniazid; lamivudine; pyrazinamide; rifabutin; rifampicin; stavudine; zidovudine,400,null,Acquired Immunodeficiency Syndrome (AIDS) and Tuberculosis (TB) Co-Infection Treatment Strategies Study of China,2008ZX10001-008; NCT01344148,Shanghai Public Health Clinical Center,76946,"FEBRUARY , 28, 2009",Recruiting
1+,null,Mycobacterium tuberculosis infection,null,Phase 2 Clinical,C2,lopinavir + ritonavir,14681,140,Aluvia; raltegravir; rifabutin,140,null,EARNEST Rifabutin Pharmacokinetics (PK) Substudy,ISRCTN13074752; NCT01663168,"Joint Clinical Research Centre, Medical Research Council",90175,"MAY      , 03, 2012",Completed
1+,null,Mycobacterium tuberculosis infection,null,Phase 2 Clinical,C2,moxifloxacin,12978,350,ethambutol; isoniazid; moxifloxacin; pyrazinamide; rifampin,350,TBTC-27,TBTC Study 27: Moxifloxacin versus Ethambutol for TB Treatment,CDC-NCHSTP-3716; NCT00140309; TBTC-27,Centers for Disease Control and Prevention,10684,"JULY     , 31, 2003",Completed
1+,null,Mycobacterium tuberculosis infection,null,Phase 1 Clinical,C1,efavirenz,10172,52,PA-824; efavirenz; lopinavir + ritonavir; rifampin,52,null,"Evaluating the Safety and Drug Interaction of PA-824, an Investigational Tuberculosis Medication, Together With Efavirenz, Ritonavir-Boosted Lopinavir or Rifampin",11829; A5306; ACTG5306; NCT01571414,National Institute of Allergy and Infectious Diseases,86312,"MAY      , 31, 2012",Completed
1,Human immunodeficiency virus RNA,Mycobacterium tuberculosis infection,null,Phase 1/Phase 2 Clinical,C12,raltegravir,54488,108,raltegravir; rifampicin,108,null,"Evaluating the Safety, Tolerance, and Pharmacokinetics of a Raltegravir-containing Antiretroviral Therapy (ART) Regimen in Infants and Children Infected With HIV and TB",11831; IMPAACT P1101; NCT01751568; P1101,National Institute of Allergy and Infectious Diseases,102102,"MAY      , 31, 2014",Recruiting
1+,null,Mycobacterium tuberculosis infection,null,Phase 3 Clinical,C3,moxifloxacin,12978,1931,ethambutol; isoniazid; moxifloxacin; pyrazinamide; rifampicin,1931,REMoxTB,Controlled Comparison of Two Moxifloxacin Containing Treatment Shortening Regimens in Pulmonary Tuberculosis,10.1186/ISRCTN85595810; CTR20140130; CTRI/2011/05/001745; ISRCTN85595810; NCT00864383; NMRR-09-963-4872; PACTR201110000124315; REMoxTB; REMoxTB,TB Alliance,49258,"JANUARY  , 01, 2008",Completed
2+,null,Mycobacterium tuberculosis infection,null,Phase 1 Clinical,C1,bedaquiline,51310,33,TMC-207; TMC-207; rifabutin; rifampin,33,null,TMC-207 +/- Rifabutin/Rifampin,10-0043; HHSN272201500007I; N01AI80026C; NCT01341184,National Institute of Allergy and Infectious Diseases,76765,"OCTOBER  , 21, 2011",Completed
1,T-cell surface glycoprotein CD4,Mycobacterium tuberculosis infection,null,Phase 1 Clinical,C1,MVA-85A,55317,24,MVA-85A,24,null,"Safety of Tuberculosis Vaccine, MVA-85A, Administered by the Aerosol Route and the Intradermal Route",NCT01497769; TB026,University of Oxford,83464,"SEPTEMBER, 30, 2011",Completed
2,null,Mycobacterium tuberculosis infection,moxifloxacin,Phase 1 Clinical,C1,bedaquiline,51310,88,TMC-207,88,null,TMC207TBC1003 - A Study in Healthy Volunteers Investigating the Effect of Single-Dose TMC-207 on the QT/QTc Interval Under Fed Conditions,CR017167; NCT01291563; TMC-207-TBC1003,Janssen Diagnostics BVBA,74529,"FEBRUARY , 28, 2011",Completed
1,Albumin,Mycobacterium tuberculosis infection,null,Phase 3 Clinical,C3,bedaquiline,51310,null,bedaquiline,null,null,A Study to Evaluate the Efficacy and Safety of TMC-207 in Patients With Pulmonary Infection With Multi-drug Resistant Mycobacterium Tuberculosis,2011-000653-23; CR100807; NCT01600963; PHRR130402-000059; TMC207-TIDP13-C210; U1111-1135-7013,Janssen Research & Development LLC,87533,"MARCH    , 31, 2014",Terminated
1,QT interval,Mycobacterium tuberculosis infection,null,Phase 4 Clinical,C4,moxifloxacin,12978,9,moxifloxacin,9,null,Pharmacokinetics and Safety of Moxifloxacin,2010-023491-25; MFX468; NCT01329250,University Medical Center Groningen,76086,"MAY      , 31, 2011",Terminated
1,T-Lymphocytes,Mycobacterium tuberculosis infection,null,Phase not specified,NS,interferon alfa-2b,45998,70,interferon alfa-2b,70,null,Interferon Alpha-2b in the Complex Therapy of Patients With Pulmonary Tuberculosis Concurrent With Broncho-obstructive Syndrome,PMID:20095375,null,149989,"JANUARY  , 01, 2007",Completed
1+,null,Mycobacterium tuberculosis infection,null,Phase 1 Clinical,C1,rifabutin,4229,44,lamivudine; nelfinavir mesylate; rifabutin; stavudine; zidovudine,44,null,Effectiveness of Anti-HIV Therapy (HAART) in HIV-Infected Patients With Tuberculosis,AACTG A5062; ACTG A5062; NCT00004736,National Institute of Allergy and Infectious Diseases,10646,"FEBRUARY , 25, 2000",Completed
2+,null,Mycobacterium tuberculosis infection,null,Phase 4 Clinical,C4,rifabutin,4229,20,nelfinavir; rifabutin,20,TBTC-23B,Intensive PK of the Nelfinavir Rifabutin Interaction in Patients With HIV-TB,23B; CDC-NCHSTP-2587; NCT00023400; TBTC-23B,Centers for Disease Control and Prevention,10656,"FEBRUARY , 29, 2000",Completed
1,null,Mycobacterium tuberculosis infection,null,Phase 1/Phase 2 Clinical,C12,linezolid,11036,36,linezolid,36,LiMiT,Pilot Study Examining the Safety and Tolerability of Low Dose Linezolid in the Treatment of Multi-Drug Resistant Tuberculosis,CDC-NCHHSTP-5356; LiMiT; NCT00664313,"Centers for Disease Control and Prevention, Pfizer Inc",11219,"APRIL    , 30, 2009",Completed
2+,null,Mycobacterium tuberculosis infection,null,Phase 4 Clinical,C4,nelfinavir,8255,20,nelfinavir; rifabutin,20,TBTC-23B,Intensive PK of the Nelfinavir Rifabutin Interaction in Patients With HIV-TB,23B; CDC-NCHSTP-2587; NCT00023400; TBTC-23B,Centers for Disease Control and Prevention,10656,"FEBRUARY , 29, 2000",Completed
1+,CYP 2B6 516GG; CYP 2B6 516TT; CYP2B6 516G>T; CYP2B6 516GT; Cytochrome P450 2B6,Mycobacterium tuberculosis infection,null,Phase not specified,NS,efavirenz,10172,312,efavirenz; ethambutol; isoniazide; pyrazinamide; rifampin; stavudine + lamivudine,312,ANRS 12154 PECAN,Pharmacokinetics of efavirenz in combination of rimfampin in HIV-infected adults,ANRS 12154 PECAN,"INSERM, Institut Pasteur Du Cambodge",145595,null,Completed
2,CD4,Mycobacterium tuberculosis infection,null,Phase 4 Clinical,C4,nevirapine,3700,5,efavirenz; nevirapine,5,OPTI-NNRTI,A Study to Determine the Best Dose of Antivirals in Patients With Both TB and HIV,NCT00523458; OPTI-NNRTI; Stanford Protocol ID: 95564,Stanford University,11177,"JULY     , 31, 2007",Terminated
5,null,Mycobacterium tuberculosis infection,isoniazid,Phase 1/Phase 2 Clinical,C12,linezolid,11036,70,gatifloxacin; levofloxacin; linezolid; moxifloxacin,70,TBRU 10,"Early Bactericidal Activity of Linezolid, Gatifloxacin, Levofloxacin, Isoniazid (INH) and Moxifloxacin in HIV Negative Adults With Initial Episodes of Sputum Smear-Positive Pulmonary Tuberculosis",01-553; NCT00396084; TBRU 10; TBRU 10,National Institute of Allergy and Infectious Diseases,10869,"FEBRUARY , 29, 2004",Completed
1,null,Mycobacterium tuberculosis infection,null,Phase not specified,NS,Glutoxim,28379,42,Glutoxim,42,null,Glutoxim in the Complex Treatment of Tuberculosis,PMID:12087719,IM Sechenov Moscow Medical Academy,149460,null,Completed
1,null,Mycobacterium tuberculosis infection,null,Phase 2 Clinical,C2,bedaquiline,51310,36,bedaquiline,36,null,"An Open-Label Study to Evaluate the Effects on Mycobacterium Tuberculosis, Safety, Tolerability and Pharmacokinetics of Single Doses of R-207910, in Treatment Naive Patients With Mycobacterium Tuberculosis Infection",BAC2001; EudraCT 2004-002202-30; R207910BAC2001,"Janssen Diagnostics BVBA, Johnson & Johnson",129536,"OCTOBER  , 18, 2004",Recruiting
1,Albumin,Mycobacterium tuberculosis infection,null,Phase 2 Clinical,C2,rifapentine,15102,36,isoniazid; rifapentine,35,TBTC-25,Intensive Pharmacokinetic Study of Three Doses of Rifapentine and 25-Desacetyl Rifapentine,CDC-NCHSTP-2558; NCT00023387; TBTC Study 25PK; TBTC-25,Centers for Disease Control and Prevention,10655,"MARCH    , 31, 2000",Completed
2,null,Mycobacterium tuberculosis infection,null,Phase 1 Clinical,C1,linezolid,11036,59,PNU-100480,59,null,"Safety, Tolerability, Pharmacokinetics And Measurement Of Whole Blood Activity (WBA) Of PNU-100480 After Multiple Oral Doses In Healthy Adult Volunteers",B1171002; NCT00990990,Sequella Inc,60906,"OCTOBER  , 31, 2009",Completed
1,Body height; QT interval; Total body mass,Mycobacterium tuberculosis infection,null,Phase 2 Clinical,C2,delamanid,16545,37,delamanid,37,null,"A 6-Month Safety, Efficacy and PK Trial of Delamanid in Pediatric Patients With Multidrug Resistant Tuberculosis",2012-004620-38; 2012-CT0079; 242-12-233; NCT01859923; P/281/2014; PHRR160526-001029,Otsuka Pharmaceutical Development and Commercialization Inc,133567,"JULY     , 20, 2013",No longer recruiting
